abandon/ ə’bændən/ vt.丢弃；放弃，抛弃
play/ plei/ vi.玩，游戏；演奏
player/ ‘pleiə/ n.游戏的人；比赛者
playground/ ‘pleigraund/ n.操场，运动场
pleasant/ ‘pleznt/ a.令人愉快的，舒适的
please/ pli:z/ vt.使高兴，请vi.满意
pleasure/ ‘pleʒə/ n.愉快，快乐；乐事
plentiful/ ‘plentiful/ a.丰富的，富裕的
plenty/ ‘plenti/ n.丰富，充足，大量
plot/ plɔt/ n.小块土地vt.密谋
plough/ plau/ n.犁vt.&vi.犁，耕
plug/ plΛg/ n.塞子；插头vt.塞
plunge/ plΛndʒ/ vt.使投入；使陷入
plural/ ‘pluərəl/ a.复数的n.复数
plus/ plΛs/ prep.加，加上a.正的
pocket/ ‘pɔkit/ n.衣袋n.袖珍的
poem/ ‘pəuim/ n.诗，韵文，诗体文
poet/ pəuit/ n.诗人
poetry/ ‘pəuitri/ n.诗，诗歌，诗作
pɔint/ pɔint/ n.点；要点；细目；分
pɔison/ ‘pɔizn/ n.毒，毒药vt.毒害
pɔisonous/ ‘pɔiznəs/ a.有毒的，有害的
pole/ pəul/ n.杆，柱
pole/ pəul/ n.极(点)，磁极，电极
police/ pə’li:s/ n.警察；警察当局
policeman/ pə’li:smən/ n.警察
policy/ ‘pɔlisi/ n.政策，方针
polish/ ‘pɔliʃ/ vt.磨光；使优美
polite/ pə’lait/ a.有礼貌的；有教养的
political/ pə’litikəl/ a.政治的，政治上的
politician/ pɔli’tiʃən/ n.政治家；政客
politics/ ‘pɔlitiks/ n.政治，政治学；政纲
pollute/ pə’lju:t/ vt.弄脏，污染，沾污
pollution/ pə’lu:ʃən/ n.污染
pond/ pɔnd/ n.池塘
pool/ pu:l/ n.水塘，游泳池，水池
pool/ pu:l/ n.共用物vt.共有
poor/ puə/ a.贫穷的；贫乏的
pop/ pɔp/ n.流行音乐，流行歌曲
pop/ pɔp/ n.砰的一声，爆破声
popular/ ‘pɔpjulə/ a.民众的；流行的
population/ pɔpju’leiʃən/ n.人口；全体居民
pork/ pɔ:k/ n.猪肉
port/ pɔ:t/ n.港，港口
portable/ ‘pɔ:təbl/ a.轻便的；手提的
porter/ ‘pɔ:tə/ n.搬运工人
portion/ ‘pɔ:ʃən/ n.一部分；一分
portrait/ ‘pɔ:trit/ n.消像，画像
position/ pə’ziʃən/ n.位置；职位；姿势
positive/ ‘pɔzətiv/ a.确定的；积极的
possess/ ‘pə’zes/ vt.占用，拥有(财产)
possession/ pə’zeʃən/ n.有，所有；占有物
possibility/ pɔsə’biliti/ n.可能；可能的事
possible/ ‘pɔsəbl/ a.可能的；可能存在的
possibly/ ‘pɔsəbli/ ad.可能地；也许
post/ pəust/ n.柱，桩，杆vt.贴出
post/ pəust/ n. 邮政，邮寄；邮件
post/ pəust/ n.岗位，哨所；职位
postage/ ‘pəustidʒ/ n.邮费，邮资
postman/ ‘pəustmən/ n.邮递员
postpone/ pəust’pəun/ vt.延迟，推迟，延缓
pot/ pɔt/ n.锅，壶，罐，盆
potato/ pəu’teitəu/ n.马铃薯，土豆
potential/ pə’tenʃəl/ a.潜在的n.潜力
pound/ paund/ n.磅；英磅
pound/ paund/ vt.捣碎；舂烂；猛击
pour/ pɔ:/ vt.灌，倒vi.倾泻
poverty/ ‘pɔvəti/ n.贫穷，贫困
powder/ ‘paudə/ n.粉末；药粉；火药
power/ ‘pauə/ n.能力；力；权；幂
powerful/ ‘pauəful/ a.强有力的；有权威的
practical/ ‘præktikəl/ a.实践的；实用的
practically/ ‘præktikəli/ ad.实际上；几乎
practice/ ‘præktis/ n.实践；练习；业务
practise/ ‘præktis/ vt.练习，实习，训练
praise/ preiz/ n.赞扬，赞美vi.赞扬
pray/ prei/ vt.&vi.请求；祈祷
precaution/ pri’kɔ:ʃən/ n.预防；警惕
preceding/ pri(:)’si:diŋ/ a.在前的；在先的
precious/ ‘preʃəs/ a.珍贵的，宝贵的
precise/ pri’sais/ a.精确的，准确的
precision/ pri’siʒən/ n.精确，精密，精密度
predict/ pri’dikt/ v.预言，预告，预测
preface/ ‘prefis/ n.序言，前言，引语
prefer/ pri’fə:/ vt.宁可，宁愿
preferable/ ‘prefərəbl/ a.更可取的，更好的
preference/ ‘prefərəns/ n.偏爱，优先；优先权
prejudice/ ‘predʒudis/ n.偏见，成见
preliminary/ pri’liminəri/ a.预备的，初步的
preparation/ prepə’reiʃən/ n.准备，预备；制备
prepare/ pri’peə/ vt.&vi.准备，预备
preposition/ prepə’ziʃən/ n.前置词，介词
prescribe/ pris’kraib/ vt.命令；处(方)
presence/ ‘prezns/ n.出席，到场；在
present/ ‘preznt/ a.现在的n.目前
present/ ‘preznt/ vt.赠送; 介绍; 提出
present/ ‘preznt/ n.礼物，赠送物
presently/ ‘prezəntli/ ad.一会儿；目前
preserve/ pri’zə:v/ vt.保护；保存；腌渍
president/ ‘prezidənt/ n.总统；校长；会长
press/ pres/ vt.压，按，揿；催促
pressure/ ‘preʃə/ n.压力；压力；压，按
pretend/ pri’tend/ vt.假托，借口vi.假装
pretty/ ‘priti/ a.漂亮的，标致的
prevail/ pri’veil/ vi.胜，优胜；流行
prevent/ pri’vent/ vt.预防，防止；阻止
previous/ ‘pri:vjəs/ a.先的；前的ad.在前
price/ prais/ n.价格，价钱；代价
pride/ praid/ n.骄傲；自豪vt.自夸
primarily/ ‘praimərili/ ad.首先；主要地
primary/ ‘praiməri/ a.最初的；基本的
prime/ praim/ a.首要的n.春，青春
primitive/ ‘primitiv/ a.原始的；粗糙的
prince/ ‘prins/ n.王子，亲王
princess/ prin’ses/ n.公主，王妃
principal/ ‘prinsəpəl/ a.主要的n.负责人
principle/ ‘prinsəpl/ n.原则，原理；主义
print/ print/ vt.印刷n.印刷；正片
prior/ ‘praiə/ a.在先的；优先的
prison/ ‘prizn/ n.监狱，监禁
prisoner/ ‘priznə/ n.囚犯
private/ ‘praivit/ a.私人的；私下的
privilege/ ‘privilidʒ/ n.特权，优惠
prize/ praiz/ n.奖赏，奖金vt.珍视
probability/ prɔbə’biliti/ n.可能性；概率
probable/ ‘prɔbəbl/ a.或有的；大概的
probably/ ‘prɔbəbli/ ad.或许，大概
problem/ ‘prɔbləm/ n.问题；习题，问题
procedure/ prə’si:dʒə/ n.程序；手续；过程
proceed/ prə’si:d/ vi.进行；继续进行
process/ ‘prəuses/ n.过程；工序vt.加工
procession/ prə’seʃən/ n.队伍，行列
produce/ prə’dju:s, ‘prɔdju:s/ vt.生产；产生；展现
product/ ‘prɔdəkt/ n.产品，产物；(乘)积
production/ prə’dΛkʃən/ n.生产；产品；总产量
profession/ prə’feʃən/ n.职业
professional/ prə’feʃənl/ a.职业的n.专业人员
professor/ prə’fesə/ n.教授
profit/ ‘prɔfit/ n.益处；利润vi.得益
program/ ‘prəugræm/ n.节目单；大纲；程序
progress/ ‘prəugres, prə’gres/ n.前进，进展；进步
progressive/ prə’gresiv/ a.进步的；向前进的
prohibit/ prə’hibit/ vt.禁止，阻止
project/ prə’dʒekt, ‘prɔdʒekt/ n.方案，工程vi.伸出
prominent/ ‘prɔminənt/ a.实起的；突出的
promise/ ‘prɔmis/ n.诺言；指望vt.允诺
promote/ prə’məut/ vt.促进，发扬；提升
prompt/ prɔmpt/ a.及时的vt.敦促
pronoun/ ‘prəunaun/ n.代名词
pronounce/ prə’nauns/ vt.发…的音；宣布
pronunciation/ prənΛnsi’eiʃən/ n.发音，发音法
proof/ pru:f/ n.证据；证明；校样
proper/ ‘prɔpə/ a.适合的；合乎体统的
property/ ‘prɔpəti/ n.财产，资产；性质
proportion/ prə’pɔ:ʃən/ n.比，比率，部分
proportional/ prə’pɔ:ʃənl/ a.比例的；相称的
proposal/ prə’pəuzəl/ n.提议，建议；求婚
propose/ prə’pəuz/ vt.提议vi.求婚
prospect/ ‘prɔspekt, prəs’pekt/ n.展望；前景，前程
prosperity/ prɔs’periti/ n.繁荣；昌盛，兴旺
prosperous/ ‘prɔspərəs/ a.繁荣的，昌盛的
protect/ prə’tekt/ vt.保护，保卫，警戒
protection/ prə’tekʃən/ n.保护，警戒
protective/ prə’tektiv/ a.保护的，防护的
protein/ ‘prəuti:n/ n.蛋白质，朊
protest/ prə’test, ‘prəutest/ vt.&vi.&n.抗议
proud/ praud/ a.骄傲的；自豪的
prove/ pru:v/ vt.证明vi.结果是
provide/ prə’vaid/ vt.提供；装备，供给
provided/ prə’vaidid/ conj.以…为条件
province/ ‘prɔvins/ n.省；领域，部门
provision/ prə’viʒən/ n.供应；预备；存粮
psychological/ saikə’lɔdʒikəl/ a.心理的，心理学的
public/ ‘pΛblik/ a.公众的n.公众
publication/ pΛbli’keiʃən/ n.公布；出版；出版物
publish/ ‘pΛbliʃ/ vt.公布；发表；出版
pull/ pul/ vt.拉，拖；拉，拉力
pulse/ pΛls/ n.脉搏；脉冲，脉动
pump/ pΛmp/ n.泵vt.用抽机抽
punch/ pΛntʃ/ vt.冲出n.冲压机
punch/ pΛntʃ/ vt.用拳猛击n.拳打
punctual/ ‘pΛŋktjuəl/ a.严守时刻的；准时的
punish/ ‘pΛniʃ/ vt.罚，惩罚，处罚
pupil/ ‘pju:pl/ n.学生，小学生
pupil/ ‘pju:pl/ n.瞳孔
purchase/ ‘pə:tʃəs/ n.买，购买vt.买
pure/ pjuə/ a.纯粹的；纯洁的
purple/ ‘pə:pl/ n.紫色a.紫的
purpose/ ‘pə:pəs/ n.目的；意图；效果
purse/ pə:s/ n.钱包，小钱袋，手袋
pursue/ pə’sju:/ vt.追赶，追踪；进行
push/ puʃ/ vt.推，逼迫vi.推
put/ put/ vt.放，摆；使处于
puzzle/ ‘pΛzl/ n.难题；谜vi.使迷惑
qualify/ ‘kwɔlifai/ vt.使具有资格
quality/ ‘kwɔliti/ n.质量；品质，特性
quantity/ ‘kwɔntiti/ n.量，数量，分量
quarrel/ ‘kwɔrəl/ n.争吵，吵架，口角
quarter/ ‘kwɔ:tə/ n.四分之一；一刻钟
queen/ kwi:n/ n.王后；女王
question/ ‘kwestʃən/ n.发问；问题；疑问
queue/ kju:/ n.行列vi.排队等候
quick/ kwik/ a.快的；敏捷的
quiet/ ‘kwaiət/ a.寂静的；安静的
quit/ kwit/ vt.离开，退出；停止
quite/ kwait/ ad.完全；相当；的确
quotation/ kwəu’teiʃən/ n.引用；引文；报价单
quote/ kwəut/ vt.引用，引证；报价
rabbit/ ‘ræbit/ n.兔子，野兔
race/ reis/ n.比赛，竞赛，竞争
race/ reis/ n.人种，种族，民族
racial/ ‘reiʃəl/ a.种族的，人种的
rack/ ræk/ n.搁物架；行李架
rack/ ræk/ vt.使苦痛，折磨
radar/ ‘reidə/ n.雷达，无线电探测器
radiation/ reidi’eiʃən/ n.放射，发射；辐射能
radio/ ‘reidiəu/ n.无线电；收音机
radioactive/ reidiəu’æktiv/ a.放射性的
radius/ ‘reidjəs/ n.半径
rag/ ræg/ n.破布，碎布，抹布
rail/ reil/ n.横条，横杆；铁轨
railroad/ ‘reilrəud/ n.铁路vi.由铁路运输
railway/ ‘reilwei/ n.铁路，铁道
rain/ rein/ n.雨，雨水vi.下雨
rainbow/ ‘reinbəu/ n.虹，彩虹
rainy/ ‘reini/ a.下雨的，多雨的
raise/ ‘reiz/ vt.举起；引起；提高
range/ reindʒ/ n.排，行；山脉；范围
rank/ ræŋk/ n.排，横行；社会阶层
rapid/ ‘ræpid/ a.快的n.急流
rare/ reə/ a.稀薄的；稀有的
rarely/ ‘reəli/ ad.很少，难得
rat/ ræt/ n.老鼠，耗子
rate/ reit/ n.比率；速度；价格
rather/ ‘ra:ðə/ ad.宁可，宁愿；相当
ratio/ ‘reiʃiəu/ n.比，比率
rational/ ‘ræʃənl/ a.理性的；出于理性的
raw/ rɔ:/ a.未煮过的；未加工的
ray/ rei/ n.光线，射线，辐射线
reach/ ri:tʃ/ vt.抵达；伸出vi.达到
react/ ri’ækt/ vi.起反应；有影响
reaction/ ri’ækʃən/ n.反应；反作用
read/ ri:d/ vt.读，看懂vi.读
reader/ ‘ri:də/ n.读者；读物，读本
reading/ ‘ri:diŋ/ n.读，阅读；读书
ready/ ‘redi/ a.准备好的；愿意的
real/ riəl/ a.真的；现实的
reality/ ri’æliti/ n.现实；真实
realize/ ‘riəlaiz/ vt.实现；认识到
really/ ‘riəli/ ad.真正地；实在
realm/ ‘relm/ n.王国，国土；领域
rear/ riə/ n.后部，后面；背面
rear/ riə/ vt.抚养，培养；栽种
reason/ ‘ri:zn/ n.理由；理性vi.推理
reasonable/ ‘ri:znəbl/ a.合情合理的；公道的
rebel/ ‘rebəl, ri’bel/ vi.造反n.造反者
recall/ ri’kɔ:l/ vt.回想；叫回；收回
receipt/ ri’si:t/ n.收到；收条，收据
receive/ ri’si:v/ vt.收到；得到；接待
receiver/ ri’si:və/ n.收受者，收件人
recent/ ‘ri:snt/ a.新近的，最近的
recently/ ‘ri:sntli/ ad.最近，新近
reception/ ri’sepʃən/ a.接待；招待会；接受
recognition/ rekəg’niʃən/ n.认出，识别；承认
recognize/ ‘rekəgnaiz/ vt.认识，认出；承认
recommend/ rekə’mend/ vt.推荐，介绍；劝告
recommendation/ rekəmen’deiʃən/ n.推荐，介绍；劝告
record/ ‘rekɔ:d, ri’kɔ:d/ n.记录；履历vt.记录
recorder/ ri’kɔ:də/ n.记录者；录音机
recover/ ri’kΛvə/ vt.重新获得；挽回
recovery/ ri’kΛvəri/ n.重获；痊愈，恢复
red/ red/ a.红色的n.红色
reduce/ ri’dju:s/ vt.减少，减小；简化
reduction/ ri’dΛkʃən/ n.减少，减小，缩减
refer/ ri’fə:/ vt.使求助于vi.谈到
reference/ ‘refərəns/ n.参考；出处；提及
refine/ ri’fain/ vt.&vi.精炼，提纯
reflect/ ri’flekt/ vt.反射；反映；思考
reflection/ ri’flekʃən/ n.反射；映象；反映
reflexion/ ri’flekʃən/ n.反射；映象；反映
reform/ ri’fɔ:m/ vt.&n.改革，改良
refresh/ ri’freʃ/ vt.使清新vi.恢复精神
refrigerator/ ri’fridʒəreitə/ n. 冰箱，冷藏库
refusal/ ri’fju:zəl/ n.拒绝
refuse/ ri’fju:z/ vt.拒绝vt.拒绝
regard/ ri’ga:d/ vt.把…看作；尊敬
regarding/ ri’ga:diŋ/ prep.关于
regardless/ ri’ga:dlis/ ad.不顾一切地
region/ ‘ri:dʒən/ n.地区，地带；领域
register/ ‘redʒistə/ n.&vt.登记，注册
regret/ ri’gret/ vt.懊悔；抱歉n.懊悔
regular/ ‘regjulə/ a.规则的；整齐的
regulate/ ‘regjuleit/ vt.管理，控制；调整
regulation/ regju’leiʃən/ n.规则，规章；管理
reinforce/ ri:in’fɔ:s/ vt.增援，支援；加强
reject/ ri’dʒekt/ vt.拒绝；丢掉；驳回
relate/ ri’leit/ vt.叙述；使联系
relation/ ri’leiʃən/ n.关系，联系；家属
relationship/ ri’leiʃənʃip/ n.关系，联系
relative/ ‘relətiv/ a.有关系的；相对的
relativity/ relə’tiviti/ n.相关性；相对性
relax/ ri’læks/ vt.使松弛vi.松弛
release/ ri’li:s/ vt.释放；放松；发表
relevant/ ‘relivənt/ a.有关的，贴切的
reliability/ rilaiə’biliti/ n.可靠性
reliable/ ri’laiəbl/ a.可靠的，可信赖的
relief/ ri’li:f/ n.减轻；救济；援救
relieve/ ri’li:v/ vt.减轻，解除；救济
religion/ ri’lidʒən/ n.宗教；宗教信仰
religious/ ri’lidʒəs/ a.宗教的；虔诚的
reluctant/ ri’lΛktənt/ a.不愿的，勉强的
rely/ ri’lai/ vi.依赖，依靠；信赖
remain/ ri’mein/ vi.剩下，余留；保持
remark/ ri’ma:k/ vt.&vi.&n.评论，谈论
remarkable/ ri’ma:kəbl/ a.异常的，非凡的
remedy/ ‘remidi/ n.&vt.治疗；补救
remember/ ri’membə/ vt.记得，想起；记住
remind/ ri’maind/ vt.提醒，使想起
remote/ ri’məut/ a.相隔很远的；冷淡的
removal/ ri’mu:vəl/ n.移动；迁移；除掉
remove/ ri’mu:v/ vt.移动，搬开；脱掉
render/ ‘rendə/ vt.表示，给予；使得
renew/ ri’nju:/ vt.使更新vi.更新
rent/ rent/ n.租金，租vi.出租
repair/ ri’peə/ vt.&n.修理，修补
repeat/ ri’pi:t/ vt.重说，重做n.重复
repeatedly/ ri’pi:tidli/ ad.重复地；一再
repetition/ repi’tiʃən/ n.重复，反复
reply/ ri’plai/ vi.&n.回答，答复
report/ ri’pɔ:t/ vt.&vi.报告；汇报
reporter/ ri’pɔ:tə/ n.记者，通讯员
represent/ repri’zent/ vt.描绘；代表；象征
representative/ repri’zentətiv/ a.代表性的n.代表
reproduce/ ri:prə’dju:s/ vt.&vi.繁殖，生殖
republic/ ri’pΛblik/ n.共和国，共和政体
reputation/ repju(:)’teiʃən/ n.名誉，名声；好名声
request/ ri’kwest/ n.&v.请求，要求
require/ ri’kwaiə/ vt.需要；要求，命令
requirement/ ri’kwaiəmənt/ n.需要；要求
rescue/ ‘reskju:/ vt.&n.援救，营救
resemble/ ri’zembl/ vt.像，类似
reserve/ ri’zə:v/ vt.储备，保留；预定
reservior/ / n.水库；蓄水池
residence/ ‘rezidəns/ n.居住；驻扎；住处
resident/ ‘rezidənt/ a.居住的n.居民
resign/ ri’zain/ vt.放弃vi.辞职
resist/ ri’zist/ vt.&vi.抵抗，抵制
resistance/ ri’zistəns/ n.抵抗；抵制；抵抗力
resistant/ ri’zistənt/ a.抵抗的，反抗的
resolution/ rezə’lju:ʃən/ n.坚决，坚定；决定
resolve/ ri’zɔlv/ vt.解决；决心n.决心
resort/ ri’zɔ:t/ vi.&n.求助，凭借;诉诸于(+ to 武力等)
respective/ ris’pektiv/ 各自的，各个的
respectively/ ris’pektivli/ ad.各自地，分别地
respond/ ris’pɔnd/ vi.作答；响应
response/ ris’pɔns/ n.作答，回答；响应
restless/ ‘restlis/ a.不安定的，焦虑的
restore/ ris’tɔ:/ vt.恢复；归还；修补
restrain/ ris’trein/ vt.抑制，遏制；限制
restraint/ ris’treint/ n.抑制；遏制；克制
restrict/ ris’trikt/ vt 限制，限定，约束
resume/ ri’zju:m/ vt.恢复；重新开始
retain/ ri’tein/ vt.保持，保留，保有
retire/ ri’taiə/ vi.退下；引退；就寝
retreat/ ri’tri:t/ vi.(被迫)退却，后退
reveal/ ri’vi:l/ vt.展现；揭示，揭露
reverse/ ri’və:s/ vt.颠倒，翻转n.背面
review/ ri’vju:/ vt.再检查n.复习
revise/ ri’vaiz/ vt.修订，校订；修改
revolt/ ri’vəult/ vi.&n.反抗，造反
revolution/ revə’lu:ʃən/ n.革命；旋转，绕转
revolutionary/ revə’lu:ʃənəri/ a.革命的n.革命者
reward/ ri’wɔ:d/ n.报答；报酬vt.报答
rhythm/ ‘riðəm/ n.韵律，格律；节奏
rib/ rib/ n.肋，肋骨
ribbon/ ‘ribən/ n.缎带，丝带；带
rid/ rid/ vt.使摆脱，使去掉
ridge/ ridʒ/ n.脊；岭，山脉；垄
ridiculous/ ri’dikjuləs/ a.荒谬的，可笑的
rifle/ ‘raifl/ n.步枪，来复枪
rigid/ ‘ridʒid/ a.刚硬的；僵硬的
ripe/ raip/ a.熟的；时机成熟的
risk/ risk/ n.风险，危险，冒险
rival/ ‘raivəl/ n.竞争者a.竞争的
roar/ rɔ:/ vi.吼叫；呼喊n.吼
roast/ rəust/ vt.&vi.烤，炙，烘
robot/ ‘rəubɔt/ n.机器人；自动机
rocket/ ‘rɔkit/ n. 火箭，火箭发动机
rod/ rɔd/ n.杆，竿，棒
roll/ rəul/ vi.&vt.滚动；转动
roller/ ‘rəulə/ n.滚柱，滚筒，滚轴
ooman/ ‘rəumən/ n.古罗马人a.罗马的
romantic/ rəu’mæntik/ a.浪漫的；传奇的
rotary/ ‘rəutəri/ a.旋转的，转动的
rotate/ rəu’teit/ vi.旋转vt.使旋转
rotation/ rəu’teiʃən/ n.旋转，转动；循环
rotten/ ‘rɔtn/ a.腐烂的，发臭的
rough/ rΛf/ a.表面不平的；粗略的
rouse/ rauz/ vt.唤醒，唤起；惊起
route/ ru:t/ n.路，路线，路程
routine/ ru:’ti:n/ n.例行公事a.日常的
row/ rəu/ n.(一)排，(一)行
row/ rəu/ vt.划(船等) vi.划船
royal/ ‘rɔiəl/ a.王的；皇家的
rug/ rΛg/ n.小地毯；毛毯
rural/ ‘ruərəl/ a.农村的，田园的
rush/ rΛʃ/ vi.冲，奔vt.催促
rust/ rΛst/ n.锈vi.生锈，氧化
sack/ sæk/ n.袋，麻袋；开除
sacrifice/ ‘sækrifais/ n.&vt.牺牲；南祭
saddle/ ‘sædl/ n.鞍子，马鞍
sail/ seil/ n.帆；船vi.航行
sake/ seik/ n.缘故，理由
sample/ ‘sa:mpl/ n.样品；实例，标本
satellite/ ‘sætəlait/ n.卫星；人造卫星
satisfactory/ sætis’fæktəri/ a.令人满意的，良好的
saucer/ ‘sɔ:sə/ n.茶托，浅碟
sausage/ ‘sɔsidʒ/ n.香肠，腊肠
saw/ sɔ:/ n.锯子vt.锯，锯开
say/ sei/ vt.比如说[用于举例]
scale/ skeil/ n.天平，磅秤，秤
scale/ skeil/ n.标度；比例；大小
scan/ skæn/ vt.细看；浏览；扫描
scarcely/ ‘skeəsli/ ad.仅仅；几乎不
scatter/ ‘skætə/ vt.使消散；撒；散播
scenery/ ‘si:nəri/ n.舞台布景；风景
schedule/ ‘ʃedju:l/ n.时间表；计划表
scheme/ ski:m/ n.计划，规划；诡计
scholar/ ‘skɔlə/ n.学者(尤指文学方面)
scientific/ saiən’tifik/ a.科学(上)的
scissors/ ‘sizəz/ n.剪刀，剪子
score/ skɔ:/ n.得分，比数，成绩
scout/ skaut/ n.侦察员，侦察机
scrape/ skreip/ vt.&vi.&n.刮，擦
scratch/ skrætʃ/ vt.&vi.&n.搔；抓
screw/ skru:/ n.螺旋，螺丝vt.拧紧
seal/ ‘si:l/ n.封蜡；印记vt.封
seal/ ‘si:l/ n.海豹
secondary/ ‘sekəndəri/ a.第二的；次要的
secretary/ ‘sekrətri/ n.秘书；书记；大臣
section/ ‘sekʃən/ n.切片；一段；部门
secure/ si’kjuə/ a.安心的；安全的
security/ si’kjuəriti/ n.安全，安全感
seed/ si:d/ n.种(子)，籽，萌芽
seek/ si:k/ vt.寻找，探索；试图
seize/ si:z/ vt.抓住，逮捕；夺取
semiconductor/ semikən’dΛktə/ n. 半导体
senate/ senit/ n.参议院，上院
senior/ ‘si:njə/ a.年少的；地位较高的
sensible/ ‘sensəbl/ a.感觉得到的；明智的
sensitive/ ‘sensitiv/ a.敏感的；灵敏的
separate/ ‘sepəreit, ‘sepərit/ a.分离的；个别的
sequence/ ‘si:kwəns/ n.连续，继续；次序
series/ ‘siəri:z/ n.连续，系列；丛书
serve/ sə:v/ vt.为…服务；招待
session/ ‘seʃən/ n.会议，一段时间
setting/ ‘setiŋ/ n.安装，调整；环境
settle/ ‘setl/ vt.安排；安放；调停
settlement/ ‘setlmənt/ n.解决；殖民，殖民地
severe/ si’viə/ a.严格的；严厉的
sew/ səu/ vt.缝制vi.缝纫
shade/ ʃeid/ n.荫；遮光物vi.荫蔽
shave/ ʃeiv/ vt.剃，刮vi.修面
shear/ ʃiə/ vt.剪；剥夺vi.剪
shed/ ʃed/ vt.流出；散发；脱落
shed/ ʃed/ n.棚，小屋；贷棚
sheet/ ʃi:t/ n.被单；纸张；薄板
shelf/ ʃelf/ n.搁板，架子
shelter/ ‘ʃeltə/ n.隐蔽处；掩蔽，庇护
shield/ ʃi:ld/ n.盾；防护物vt.保护
shift/ ʃift/ vt.替换，转移n.转换
shiver/ ‘ʃivə/ vi.颤抖，哆嗦n.冷颤
shoot/ ʃu:t/ vt.发射；射中n.发芽
shore/ ʃɔ:/ n.滨，岸
shortage/ ‘ʃɔ:tidʒ/ n.不足，缺少，不足额
shortly/ ‘ʃɔ:tli/ ad.立刻；简短地
shot/ ʃɔt/ n.发射；弹丸；射门
shower/ ‘ʃəuə, ‘ʃauə/ n.阵雨；(一)阵；淋浴
shriek/ ʃri:k/ vi.尖声喊叫n.尖叫声
sideways/ ‘saidweiz/ ad.斜着，斜向一边地
sightseeing/ ‘saitsi:iŋ/ n.观光，游览
sign/ sain/ n.符号；招牌n.签名
signal/ ‘signəl/ n.信号vi.发信号
signature/ ‘signitʃə/ n.署名，签字，签名
significance/ sig’nifikəns/ n.意义，意味；重要性
significant/ sig’nifikənt/ n.有意义的；重要的
silence/ ‘sailəns/ n.沉默vt.使沉默
silent/ ‘sailənt/ a.沉默的；寂静无声的
silk/ silk/ n.蚕丝，丝，丝织品
silly/ ‘sili/ a.傻的，愚蠢的
silver/ ‘silvə/ n.银；银子；银器
similar/ ‘similə/ a.相似的，类似的
similarly/ ‘similəli/ ad.类似地，相似地
simplicity/ sim’plisiti/ n.简单，简易；朴素
simplify/ ‘simplifai/ vt.简化，使单纯
simply/ ‘simpli/ ad.简单地；朴素地
sincere/ sin’siə/ a.真诚的；真挚的
singular/ ‘siŋgjulə/ a.单一的；非凡的
site/ sait/ n.地点，地基；场所
sketch/ sketʃ/ n.略图；速写；概略
skilled/ skild/ a.有技能的，熟练的
skillful/ ‘skilful/ a.灵巧的，娴熟的
skim/ skim/ vt.掠过，擦过；略读
slam/ slæm/ vt.使劲关，砰地放下
sleeve/ sli:v/ n.袖子，袖套
slender/ ‘slendə/ a.细长的；微薄的
slice/ slais/ n.薄片，切片；部分
slide/ slaid/ vi.滑vt.使滑动n.滑
slippery/ ‘slipəri/ a.滑的，使人滑跤的
slit/ slit/ n.裂缝vt.切开，撕开
slope/ sləup/ n.倾斜；斜面vi.倾斜
smart/ sma:t/ a.巧妙的；洒脱的
soak/ səuk/ vt.浸，泡vi.浸泡
sɔil/ sɔil/ vt.弄脏vi.变脏
solar/ ‘səulə/ a.太阳的，日光的
sole/ səul/ n.脚底，鞋底，袜底
sole/ səul/ a.单独的，唯一的
solemn/ ‘sɔləm/ a.庄严的；隆重的
solid/ ‘sɔlid/ a.固体的n.固体
soluble/ ‘sɔljubl/ a.可溶的；可以解决的
solution/ sə’lju:ʃən/ n.解决，解答；溶解
solve/ ‘sɔlv/ vt.解答，解释，解决
somebody/ ‘sΛmbədi/ pron.某人，有人
somehow/ ‘sΛmhau/ ad.由于某种原因
sometime/ ‘sΛmtaim/ ad.在某一时候；从前
somewhat/ ‘sΛmwɔt/ pron.一点儿ad.有点
sophisticated/ sə’fistikeitid/ a.老于世故的；高级的
sore/ sɔ:/ a.痛的；恼火的n.疮
sorrow/ ‘sɔrəu/ n.悲痛，悲哀，悲伤
sort/ sɔ:t/ n.种类；类别vt.整理
sound/ saund/ a.健康的；完好的
sour/ ‘sauə/ a.酸的；脾气坏的
sow/ səu/ vt.播(种) vi.播种
spacecraft/ ‘speiskra:ft/ n.航天器，宇宙飞船
spade/ speid/ n.铲，铁锹
span/ spæn/ n.跨距；一段时间
spare/ speə/ vt.节约a.多余的
spark/ spa:k/ n.火花， 火星
specialist/ speʃəlist/ n.专家
specialize/ ‘speʃəlaiz/ vi.成为…专家；专攻
specific/ spi’sifik/ a.特有的；具体的
specify/ ‘spesifai/ vi.指定，详细说明
specimen/ ‘spesimin/ n.样本，标本，样品
sphere/ sfiə/ n.球，圆体；范围
spill/ spil/ vt.使溢出vi.溢出
spin/ spin/ vt.纺；使旋转n.旋转
spite/ spait/ n. 恶意,怨恨,不顾vt. 刁难,欺侮
split/ split/ vt.劈开vi.被劈开
spɔil/ spɔil/ vt.损坏，糟蹋；宠坏
sponsor/ ‘spɔnsə/ n.发起者vt.发起
sportsman/ ‘spɔ:tsmən/ n.运动员
spray/ sprei/ n.浪花；喷雾vt.喷
spring/ spriŋ/ vi.跳，跃n.跳跃；泉
spur/ spə:/ n.刺激物vt.刺激
square/ skweə/ n.正方形；广场
